Height,Weight
174.96714153011231,90.35563353552452
168.61735698828815,83.95239924264808
176.47688538100692,86.02998841992333
185.23029856408024,96.41201579804046
167.65846625276663,90.60130742622474
167.6586304305082,90.10278428930968
185.79212815507393,89.41037005367008
177.6743472915291,88.40739440193202
165.30525614065047,86.04368242031053
175.42560043585965,93.81924583174865
165.36582307187538,82.01874919311747
165.34270246429742,83.47592122561475
172.41962271566035,82.05715535201702
150.86719755342202,71.90920577863656
152.75082167486968,82.80049886566235
164.37712470759027,90.75090626126975
159.87168879665577,81.58220935059343
173.14247332595275,92.93177748613886
160.91975924478788,84.22207178539271
155.87696298664707,76.91903457096556
184.65648768921554,94.90239748768907
167.74223699513465,93.17418948014043
170.67528204687923,86.62474672554589
155.75251813786542,87.91185144110948
164.55617275474816,70.95155221918795
171.10922589709867,91.10866417557051
158.49006422577696,81.75576424279049
173.75698018345673,86.69560433022619
163.99361310081196,84.2559297780429
167.08306250206724,75.24953355292578
163.98293387770602,82.69396080578015
188.52278184508938,96.62081468784895
169.86502775262065,93.82873271238687
159.42289071044098,79.14894972833021
178.2254491210319,86.15898408999841
157.79156350028978,78.49741835720772
172.08863595004755,92.01689676603178
150.40329876120225,79.32523999083944
156.7181395110157,77.87436176112186
171.96861235869125,89.95221272697785
177.3846657999541,90.30848735671954
171.7136828118997,92.11438221801932
168.8435171761176,82.46931725986614
166.98896304410712,83.50672263685937
155.21478009632574,77.88611027768579
162.8015579160529,75.94312632156321
165.39361229040213,85.90772691600385
180.57122226218917,92.56232637888456
173.43618289568462,88.07184958627039
152.36959844637266,77.39338363399197
